query_run_id,main_root_actual_total_time_ms,main_root_actual_rows,main_root_plan_rows,main_total_cost,has_foreign_scan,has_custom_scan,has_join,has_sort,has_hash,has_aggregate,has_limit,has_materialize,join_node_count,hash_join_count,merge_join_count,nested_loop_count,remote_path_share,fdw_remote_sql_count,fdw_remote_plan_count,remote_region_actual_rows_sum,remote_region_actual_rows_cv,remote_region_actual_rows_max_share,remote_region_actual_rows_min_max_ratio,remote_region_actual_rows_active_share,remote_region_zero_row_count,remote_region_nonzero_count,remote_region_tuple_bytes_sum,remote_region_tuple_bytes_cv,remote_region_tuple_bytes_max_share,remote_region_tuple_bytes_min_max_ratio,remote_region_tuple_bytes_active_share,remote_region_task_count_sum,remote_region_task_count_cv,remote_region_task_count_max_share,remote_region_task_count_min_max_ratio,remote_region_task_count_active_share,remote_region_plan_fingerprint_count,remote_region_dominant_plan_fingerprint_share,remote_plan_node_count_sum,remote_plan_max_depth,remote_has_custom_scan,remote_has_sort,remote_has_hash_join,remote_actual_rows_sum,global_fanin_ratio,remote_to_final_rows_ratio,finalize_share,drf_bytes_proxy,wan_output_rows,wan_output_bytes_proxy,regional_reduction_input_rows_proxy,regional_reduction_input_bytes_proxy,drf_rows_proxy,wan_output_to_final_rows_ratio,global_group_count_proxy,global_group_density,global_group_merge_ratio,task_count_to_shard_count_ratio,task_count_to_configured_region_shard_slots_ratio,task_count_to_observed_region_shard_slots_ratio,active_task_share,tasks_per_worker_ratio,temp_bytes_to_wan_bytes_ratio,temp_blocks_per_wan_row,temp_blocks_per_final_row,temp_blocks_per_regional_input_row,spill_per_wan_mb,root_rows_estimate_error_log,rows_estimate_error_max_abs_log,rows_estimate_error_mean_abs_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,join_rows_estimate_error_log,sort_rows_estimate_error_log,remote_root_rows_estimate_error_log,temp_blocks_sum,spill_flag,external_sort_count,sort_space_used_max,hash_batches_max,memory_pressure_score_v1,task_count,citus_map_merge_job_count,citus_repartition_query,worker_task_plan_count,worker_task_actual_rows_sum,worker_task_actual_rows_cv,worker_task_actual_rows_max_share,worker_task_scan_actual_rows_sum,worker_task_scan_actual_rows_cv,worker_task_scan_actual_rows_max_share,remote_region_rows_isf,remote_region_bytes_isf,worker_task_scan_rows_isf,worker_task_root_rows_isf,worker_task_within_region_scan_rows_isf_max,worker_task_index_scan_share,worker_task_seq_scan_share,worker_task_bitmap_scan_share,worker_task_node_count_sum,worker_task_plan_max_depth_max,worker_task_plan_max_depth_mean,worker_task_join_node_count,worker_task_aggregate_node_count,worker_task_sort_node_count,worker_task_blocking_node_count,worker_task_scan_node_count,worker_task_materialization_node_count,worker_task_parallel_node_count,worker_task_bitmap_node_count,worker_task_index_access_node_count,worker_task_sequential_access_node_count,worker_task_spill_capable_node_count,worker_task_plan_fingerprint_count,worker_task_plan_fingerprint_dominant_share,worker_task_region_task_count_cv,worker_task_region_rows_cv,worker_task_region_rows_max_share,worker_task_region_scan_rows_cv,worker_task_region_scan_rows_max_share,worker_task_within_region_rows_cv_max,worker_task_within_region_rows_cv_mean,worker_task_within_region_rows_max_share_max,worker_task_within_region_scan_rows_cv_max,worker_task_within_region_scan_rows_cv_mean,worker_task_within_region_scan_rows_max_share_max,worker_task_within_region_plan_fingerprint_count_max,worker_task_within_region_plan_fingerprint_count_mean,main_node_type_count_ForeignScan,main_node_type_count_IncrementalSort,main_node_type_count_Limit,main_node_type_count_MergeAppend,main_node_type_count_SubqueryScan,main_node_type_count_Aggregate,main_node_type_count_Append,main_node_type_count_Sort,main_node_type_count_CTEScan,worker_node_count_seq_scan,worker_node_count_index_scan,worker_node_count_index_only_scan,worker_node_count_bitmap_heap_scan,worker_node_count_bitmap_index_scan,worker_node_count_hash_join,worker_node_count_merge_join,worker_node_count_nested_loop,worker_node_count_sort,worker_node_count_incremental_sort,worker_node_count_hash_aggregate,worker_node_count_group_aggregate,worker_node_count_aggregate,worker_node_count_materialize,worker_node_count_memoize,worker_node_count_other
20260802T124706Z-cross-action-pilot-v1__raw-large-bal--b503942308f8--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,75292.557,100.0,6.0,281.26,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9968270701710927,2.0,2.0,793787.0,8.818486571334628e-06,0.5000044092432857,0.9999823631823874,1.0,0.0,2.0,29360128.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,793787.0,7937.87,7937.87,0.0031729298289072724,4.876771728435966,793787.0,29360128.0,3871118.0,143182642.1736612,4.8767717284359655,7937.87,100.0,0.00012597837959049468,7937.87,2.0,1.0,1.0,1.0,32.0,2.864955357142857,0.012935460016351994,102.68,0.0026524637068671116,366.7142857142857,2.6692103677859462,11.63866155300355,7.997469025763712,11.505140238585913,,,2.6692103677859462,1.3784991347855737,10268.0,1.0,0.0,37.0,1.0,9.236884927198295,128.0,,0,128.0,793787.0,0.1760368907660137,0.01149804670522445,3871118.0,0.17619290829202378,0.011503911789824024,1.0000088184865714,1.0,1.472500709097475,1.4717499782687296,1.472641463613751,0.0,1.0,0.0,384.0,4.0,4.0,0.0,128.0,128.0,256.0,128.0,0.0,0.0,0.0,0.0,128.0,256.0,1.0,1.0,0.0,8.818486571334628e-06,0.5000044092432857,9.557962325095748e-05,0.5000477898116255,0.1937114363365637,0.17504398865878282,0.02299589062149626,0.19382908820629155,0.17520988566764248,0.02301002286896486,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0
20260802T125007Z-cross-action-pilot-v1__raw-large-bal--91a223ee144d--_limit_k-10000__payload_repeat-8__payload_width-256,377062.554,0.0,284.0,489.12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999998833084868,2.0,2.0,4000000.0,0.0,0.5,1.0,1.0,0.0,2.0,159383552.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,8000000.0,0.0,4000000.0,1.1669151319229664e-07,1.0,4000000.0,159383552.0,4000000.0,159383552.0,1.0,4000000.0,0.0,0.0,4000000.0,2.0,1.0,1.0,1.0,32.0,21.998972039473685,0.107003,428012.0,0.107003,2815.8684210526317,-5.652489180268651,5.652489180268651,5.1927261469294885,-4.962844630259907,,,-5.652489180268651,2.9957227736038656,428012.0,1.0,2.0,105736.0,1.0,14.966908847934434,128.0,,0,128.0,4000000.0,0.1760908856244411,0.0115,4000000.0,0.1760908856244411,0.0115,1.0,1.0,1.472,1.472,1.472,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.19374209661299735,0.17510147716893046,0.023,0.19374209661299735,0.17510147716893046,0.023,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T130327Z-cross-action-pilot-v1__raw-large-bal--55201275375c--fdw_multiregion_raw_region_rollup__lookback_days-30,359506.626,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999998442309657,2.0,2.0,4000000.0,0.0,0.5,1.0,1.0,0.0,2.0,65011712.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4000000.0,0.0,4000000.0,1.557690343718585e-07,1.0,4000000.0,65011712.0,4000000.0,65011712.0,1.0,4000000.0,0.0,0.0,4000000.0,2.0,1.0,1.0,1.0,32.0,3.6920362903225805,0.007325,29300.0,0.007325,472.5806451612903,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,2.9957227736038656,29300.0,1.0,0.0,25.0,1.0,10.285376924115587,128.0,,0,128.0,4000000.0,0.1760908856244411,0.0115,4000000.0,0.1760908856244411,0.0115,1.0,1.0,1.472,1.472,1.472,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.19374209661299735,0.17510147716893046,0.023,0.19374209661299735,0.17510147716893046,0.023,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T131612Z-cross-action-pilot-v1__raw-large-bal--bfce0d67d4f3--ent_filter_summary__lookback_days-30__min_value-950,18506.113,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999990273484226,2.0,2.0,199531.0,0.00022552886518886788,0.5001127644325944,0.9995490439732232,1.0,0.0,2.0,3191808.0,0.0003208213025344883,0.5001604106512673,0.9993585631815266,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,199531.0,0.0,199531.0,9.726515773479338e-07,1.0,199531.0,3191808.0,199531.0,3191808.0,1.0,199531.0,1.0,5.01175255975262e-06,199531.0,2.0,1.0,1.0,1.0,32.0,3.757459095283927,0.007337205747477835,1464.0,0.007337205747477835,480.95476419634264,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-0.0025732823531650854,1464.0,1.0,0.0,,1.0,7.289610521451167,128.0,,0,128.0,199531.0,0.18077877249684085,0.011757571505179646,199531.0,0.18077877249684085,0.011757571505179646,1.000225528865189,1.0003208213025345,1.5049691526629947,1.5049691526629947,1.5046298152082416,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,0.00022552886518886788,0.5001127644325944,0.00022552886518886788,0.5001127644325944,0.19848106563091966,0.1798026692863629,0.023509840862628775,0.19848106563091966,0.1798026692863629,0.023509840862628775,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T131719Z-cross-action-pilot-v1__raw-large-bal--b503942308f8--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,75489.45,100.0,6.0,281.26,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9970040846767331,2.0,2.0,793787.0,8.818486571334628e-06,0.5000044092432857,0.9999823631823874,1.0,0.0,2.0,29360128.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,793787.0,7937.87,7937.87,0.00299591532326688,4.876771728435966,793787.0,29360128.0,3871118.0,143182642.1736612,4.8767717284359655,7937.87,100.0,0.00012597837959049468,7937.87,2.0,1.0,1.0,1.0,32.0,2.864955357142857,0.012935460016351994,102.68,0.0026524637068671116,366.7142857142857,2.6692103677859462,11.63866155300355,7.997469025763712,11.505140238585913,,,2.6692103677859462,1.3784991347855737,10268.0,1.0,0.0,37.0,1.0,9.236884927198295,128.0,,0,128.0,793787.0,0.1760368907660137,0.01149804670522445,3871118.0,0.17619290829202378,0.011503911789824024,1.0000088184865714,1.0,1.472500709097475,1.4717499782687296,1.472641463613751,0.0,1.0,0.0,384.0,4.0,4.0,0.0,128.0,128.0,256.0,128.0,0.0,0.0,0.0,0.0,128.0,256.0,1.0,1.0,0.0,8.818486571334628e-06,0.5000044092432857,9.557962325095748e-05,0.5000477898116255,0.1937114363365637,0.17504398865878282,0.02299589062149626,0.19382908820629155,0.17520988566764248,0.02301002286896486,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0
20260802T131904Z-cross-action-pilot-v1__raw-large-bal--5b25127e29a9--opk__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,352743.656,5000.0,974.0,574.72,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.984095594904193,2.0,2.0,3871118.0,9.557962325095748e-05,0.5000477898116255,0.9998088590226807,1.0,0.0,2.0,123731968.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3871118.0,774.2236,774.2236,0.015904405095807064,1.0,3871118.0,123731968.0,3871118.0,123731968.0,1.0,774.2236,5000.0,0.0012916165304183442,774.2236,2.0,1.0,1.0,1.0,32.0,36.694584216101696,0.1431718175472822,110.847,0.1431718175472822,4696.906779661017,1.6349557004210566,8.286616699499918,6.069054745920376,8.285687417414312,,,1.6349557004210566,2.9630673583472316,554235.0,1.0,1.0,189480.0,1.0,14.22534586780004,128.0,,0,128.0,3871118.0,0.17619290829202378,0.011503911789824024,3871118.0,0.17619290829202378,0.011503911789824024,1.000095579623251,1.0,1.472500709097475,1.472500709097475,1.472641463613751,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,9.557962325095748e-05,0.5000477898116255,9.557962325095748e-05,0.5000477898116255,0.19382908820629155,0.17520988566764248,0.02301002286896486,0.19382908820629155,0.17520988566764248,0.02301002286896486,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T133134Z-cross-action-pilot-v1__raw-large-bal--2ed390100c25--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,339402.499,100.0,6.0,281.39,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9639297293447446,2.0,2.0,3871118.0,9.557962325095748e-05,0.5000477898116255,0.9998088590226807,1.0,0.0,2.0,92274688.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3871118.0,38711.18,38711.18,0.036070270655255324,1.0,3871118.0,92274688.0,3871118.0,92274688.0,1.0,38711.18,100.0,2.5832330608366885e-05,38711.18,2.0,1.0,1.0,1.0,32.0,91.39098011363636,0.26592524433509906,10294.28,0.26592524433509906,11698.045454545454,2.6692103677859462,13.223144021442453,9.943228013801022,13.08970846214757,11.63866155300355,,2.6692103677859462,2.9630673583472316,1029428.0,1.0,0.0,36.0,5461.0,22.449902039706664,128.0,,0,128.0,3871118.0,0.17619290829202378,0.011503911789824024,3871118.0,0.17619290829202378,0.011503911789824024,1.000095579623251,1.0,1.472500709097475,1.472500709097475,1.472641463613751,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,9.557962325095748e-05,0.5000477898116255,9.557962325095748e-05,0.5000477898116255,0.19382908820629155,0.17520988566764248,0.02301002286896486,0.19382908820629155,0.17520988566764248,0.02301002286896486,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T133751Z-cross-action-pilot-v1__raw-large-bal--91a223ee144d--_limit_k-10000__payload_repeat-8__payload_width-256,378009.712,0.0,284.0,489.12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999998412739195,2.0,2.0,4000000.0,0.0,0.5,1.0,1.0,0.0,2.0,159383552.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,8000000.0,0.0,4000000.0,1.587260805554956e-07,1.0,4000000.0,159383552.0,4000000.0,159383552.0,1.0,4000000.0,0.0,0.0,4000000.0,2.0,1.0,1.0,1.0,32.0,21.998972039473685,0.107003,428012.0,0.107003,2815.8684210526317,-5.652489180268651,5.652489180268651,5.1927261469294885,-4.962844630259907,,,-5.652489180268651,2.9957227736038656,428012.0,1.0,2.0,105736.0,1.0,14.966908847934434,128.0,,0,128.0,4000000.0,0.1760908856244411,0.0115,4000000.0,0.1760908856244411,0.0115,1.0,1.0,1.472,1.472,1.472,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.19374209661299735,0.17510147716893046,0.023,0.19374209661299735,0.17510147716893046,0.023,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T134447Z-cross-action-pilot-v1__raw-large-bal--bfce0d67d4f3--ent_filter_summary__lookback_days-30__min_value-950,18604.562,1.0,1.0,593.86,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999989787451055,2.0,2.0,199531.0,0.00022552886518886788,0.5001127644325944,0.9995490439732232,1.0,0.0,2.0,3191808.0,0.0003208213025344883,0.5001604106512673,0.9993585631815266,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,199531.0,0.0,199531.0,1.021254894572138e-06,1.0,199531.0,3191808.0,199531.0,3191808.0,1.0,199531.0,1.0,5.01175255975262e-06,199531.0,2.0,1.0,1.0,1.0,32.0,3.757459095283927,0.007337205747477835,1464.0,0.007337205747477835,480.95476419634264,0.0,5.43372200355424,1.8423306272520463,-5.43372200355424,-0.6931471805599453,,,-0.0025732823531650854,1464.0,1.0,0.0,,1.0,7.289610521451167,128.0,,0,128.0,199531.0,0.18077877249684085,0.011757571505179646,199531.0,0.18077877249684085,0.011757571505179646,1.000225528865189,1.0003208213025345,1.5049691526629947,1.5049691526629947,1.5046298152082416,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,0.00022552886518886788,0.5001127644325944,0.00022552886518886788,0.5001127644325944,0.19848106563091966,0.1798026692863629,0.023509840862628775,0.19848106563091966,0.1798026692863629,0.023509840862628775,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T134536Z-cross-action-pilot-v1__raw-large-bal--a5656a1503d7--opk__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,9498.478,5000.0,974.0,509.45,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9997322728967736,2.0,2.0,6000.0,0.0,0.5,1.0,1.0,0.0,2.0,123731968.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,3877118.0,1.0072,1.2,0.0002677271032263975,645.1863333333332,6000.0,123731968.0,3871118.0,79830174750.03732,645.1863333333333,1.2,5000.0,0.8333333333333334,1.2,2.0,1.0,1.0,1.0,32.0,21.924589512711865,55.1915,66.2298,0.08554350448630085,2806.3474576271187,1.6349557004210566,1.6460543546919768,1.6395719170003928,1.6460543546919768,,,1.6349557004210566,-3.5062346194798617,331149.0,1.0,2.0,87200.0,1.0,14.710326723913125,128.0,,0,128.0,3871118.0,0.17619290829202378,0.011503911789824024,3871118.0,0.17619290829202378,0.011503911789824024,1.0,1.0,1.472500709097475,1.472500709097475,1.472641463613751,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,9.557962325095748e-05,0.5000477898116255,9.557962325095748e-05,0.5000477898116255,0.19382908820629155,0.17520988566764248,0.02301002286896486,0.19382908820629155,0.17520988566764248,0.02301002286896486,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T134615Z-cross-action-pilot-v1__raw-large-bal--5b25127e29a9--opk__cutoff_ts-2026-06-01-00-00-00-00__limit_k-5000,353399.863,5000.0,974.0,574.72,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9844451043264836,2.0,2.0,3871118.0,9.557962325095748e-05,0.5000477898116255,0.9998088590226807,1.0,0.0,2.0,123731968.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3871118.0,774.2236,774.2236,0.015554895673516428,1.0,3871118.0,123731968.0,3871118.0,123731968.0,1.0,774.2236,5000.0,0.0012916165304183442,774.2236,2.0,1.0,1.0,1.0,32.0,36.694584216101696,0.1431718175472822,110.847,0.1431718175472822,4696.906779661017,1.6349557004210566,8.286616699499918,6.069054745920376,8.285687417414312,,,1.6349557004210566,2.9630673583472316,554235.0,1.0,1.0,189480.0,1.0,14.22534586780004,128.0,,0,128.0,3871118.0,0.17619290829202378,0.011503911789824024,3871118.0,0.17619290829202378,0.011503911789824024,1.000095579623251,1.0,1.472500709097475,1.472500709097475,1.472641463613751,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,9.557962325095748e-05,0.5000477898116255,9.557962325095748e-05,0.5000477898116255,0.19382908820629155,0.17520988566764248,0.02301002286896486,0.19382908820629155,0.17520988566764248,0.02301002286896486,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T135246Z-cross-action-pilot-v1__raw-large-bal--2ed390100c25--26-06-01-00-00-00-00__tenant_modulus-1__limit_k-100,339719.998,100.0,6.0,281.39,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9623094457924729,2.0,2.0,3871118.0,9.557962325095748e-05,0.5000477898116255,0.9998088590226807,1.0,0.0,2.0,92274688.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3871118.0,38711.18,38711.18,0.03769055420752706,1.0,3871118.0,92274688.0,3871118.0,92274688.0,1.0,38711.18,100.0,2.5832330608366885e-05,38711.18,2.0,1.0,1.0,1.0,32.0,91.404296875,0.26596399283101163,10295.78,0.26596399283101163,11699.75,2.6692103677859462,13.223144021442453,9.943228013801022,13.08970846214757,11.63866155300355,,2.6692103677859462,2.9630673583472316,1029578.0,1.0,0.0,36.0,5461.0,22.450047740937805,128.0,,0,128.0,3871118.0,0.17619290829202378,0.011503911789824024,3871118.0,0.17619290829202378,0.011503911789824024,1.000095579623251,1.0,1.472500709097475,1.472500709097475,1.472641463613751,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,9.557962325095748e-05,0.5000477898116255,9.557962325095748e-05,0.5000477898116255,0.19382908820629155,0.17520988566764248,0.02301002286896486,0.19382908820629155,0.17520988566764248,0.02301002286896486,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T140450Z-cross-action-pilot-v1__raw-large-bal--55201275375c--fdw_multiregion_raw_region_rollup__lookback_days-30,360655.981,0.0,199.0,823.16,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999998752273568,2.0,2.0,4000000.0,0.0,0.5,1.0,1.0,0.0,2.0,65011712.0,0.0,0.5,1.0,1.0,128.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4000000.0,0.0,4000000.0,1.247726432184401e-07,1.0,4000000.0,65011712.0,4000000.0,65011712.0,1.0,4000000.0,0.0,0.0,4000000.0,2.0,1.0,1.0,1.0,32.0,3.6920362903225805,0.007325,29300.0,0.007325,472.5806451612903,-5.298317366548036,6.75110146893676,5.893196518639285,-6.059123195581797,-5.298317366548036,,-5.298317366548036,2.9957227736038656,29300.0,1.0,0.0,25.0,1.0,10.285376924115587,128.0,,0,128.0,4000000.0,0.1760908856244411,0.0115,4000000.0,0.1760908856244411,0.0115,1.0,1.0,1.472,1.472,1.472,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,128.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.19374209661299735,0.17510147716893046,0.023,0.19374209661299735,0.17510147716893046,0.023,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260802T141406Z-cross-action-pilot-v1__raw-large-bal--ab986efd7534--_filter-0__tenant_modulus-1__user_id_max-2147483647,211968.582,0.0,1.0,132.01,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999997405275844,1.0,2.0,4000000.0,0.0,1.0,1.0,1.0,0.0,1.0,213909504.0,0.0,1.0,1.0,1.0,24.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4000000.0,0.0,4000000.0,2.5947241555361767e-07,0.5,4000000.0,213909504.0,2000000.0,106954752.0,0.5,4000000.0,0.0,0.0,4000000.0,0.015625,0.015625,0.015625,0.015625,0.5,0.0,0.0,0.0,0.0,0.0,-0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.6931471805599453,-0.6931471805599453,,-0.6931471805599453,14.508658238524095,0.0,0.0,0.0,25.0,1.0,0.0,25.0,,0,1.0,2000000.0,0.0,1.0,2000000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
